Variable / Field Name,Form Name,Section Header,,Item Header,,Field Label,"Choices, Calculations, OR Slider Labels",Field Type,,,Text Validation Min,Text Validation Max,,,Form Display Name
61,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Basketball,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
62,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Ice skating,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
63,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Cross-country skiing,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
64,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Ice hockey/ringette,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
65,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Name of other physical activity,,4,3,n/a,n/a,n/a,,,71
66,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Frequency of other physical activity,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
67,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Name of other physical activity,,4,3,n/a,n/a,n/a,,,71
68,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Frequency of other physical activity,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
69,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ",,,"In the last 7 days, during your physical education (PE) classes, how often were you very active (playing hard, running, jumping, throwing)? (Check one only)","1=""I don't do PE"", 2=""Hardly ever"", 3=""Sometimes"", 4=""Quite often"", 5=""Always""",1,1,1,2,5,,,71
70,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ",,,"In the last 7 days, what did you normally do at lunch (besides eating lunch)? (Check one only)","1=""Sat down (talking, reading, doing schoolwork)"", 2=""Stood around or walked around"", 3=""Ran or played a little bit"", 4=""Ran around and played quite a bit"", 5=""Ran or played hard most of the time""",1,1,1,n/a,n/a,,,71
71,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ",,,"In the last 7 days, on how many days right after school, did you do sports, dance, or play games in which you were very active? (Check one only)","1=""None"", 2=""1 time last week"", 3=""2 or 3 times last week"", 4=""4 times last week"", 5=""5 times last week""",1,1,1,1,oo,,,71
72,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ",,,"In the last 7 days, on how many evenings did you do sports, dance, or play games in which you were very active? (Check one only)","1=""None"", 2=""1 time last week"", 3=""2 or 3 times last week"", 4=""4 or 5 times last week"", 5=""6 or 7 times last week""",1,1,1,1,oo,,,71
73,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ",,,"On the last weekend, how many times did you do sports, dance, or play games in which you were very active? (Check one only)","1=""None"", 2=""1 time"", 3=""2-3 times"", 4=""4-5 times"", 5=""6 or more times""",1,1,1,1,oo,,,71
74,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ",,,Which one of the following describes you best for the last 7 days? Read all five statements before deciding on the one answer that describes you.,"1= ""All or most of my free time was spent doing things that involve little physical effort"", 2=""I sometimes (1-2 times last week) did physical things in my free time (e.g. played sports, went running, swimming, bike riding, did aerobics)"", 3=""I often (3-4 times last week) did physical things in my free time"", 4=""I quite often (5-6 times last week) did physical things in my free time"", 5=""I very often (7 or more times last week) did physical things in my free time""",1,1,1,oo,oo,,,71
75,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Mark how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.","Select how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.",Monday,"1=""None"", 2=""Little Bit"",  3=""Medium"", 4=""Often"", 5=""Very Often""",1,1,1,1,oo,,,71
76,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Mark how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.","Select how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.",Tuesday,"1=""None"", 2=""Little Bit"",  3=""Medium"", 4=""Often"", 5=""Very Often""",1,1,1,1,oo,,,71
77,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Mark how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.","Select how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.",Wednesday,"1=""None"", 2=""Little Bit"",  3=""Medium"", 4=""Often"", 5=""Very Often""",1,1,1,1,oo,,,71
78,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Mark how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.","Select how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.",Thursday,"1=""None"", 2=""Little Bit"",  3=""Medium"", 4=""Often"", 5=""Very Often""",1,1,1,1,oo,,,71
79,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Mark how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.","Select how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.",Friday,"1=""None"", 2=""Little Bit"",  3=""Medium"", 4=""Often"", 5=""Very Often""",1,1,1,1,oo,,,71
80,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Mark how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.","Select how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.",Saturday,"1=""None"", 2=""Little Bit"",  3=""Medium"", 4=""Often"", 5=""Very Often""",1,1,1,1,oo,,,71
81,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Mark how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.","Select how often you did physical activity (like playing sports, games, doing dance, or any other physical activity) for each day last week.",Sunday,"1=""None"", 2=""Little Bit"",  3=""Medium"", 4=""Often"", 5=""Very Often""",1,1,1,1,oo,,,71
82,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ",,,"Were you sick last week, or did anything prevent you from doing your normal physical activities? (check one)","1=No, 2=Yes",1,2,1,n/a,n/a,,,71
83,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ",,,"If Yes, what prevented you?",,4,3,N/A,n/a,n/a,,,71
1,qr72,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Skipping,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,Physical Activity Questionnaire for Adolescents 
2,qr72,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Rowing/canoeing,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,Physical Activity Questionnaire for Adolescents 
3,qr72,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",In-line skating,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,Physical Activity Questionnaire for Adolescents 
4,qr72,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Tag,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,Physical Activity Questionnaire for Adolescents 
5,qr72,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Walking for exercise,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,Physical Activity Questionnaire for Adolescents 
6,qr72,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Bicycling,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,Physical Activity Questionnaire for Adolescents 
7,qr72,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Jogging or running,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,Physical Activity Questionnaire for Adolescents 
8,qr72,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Aerobics,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,Physical Activity Questionnaire for Adolescents 
